imp#,employee,team,turnover,male,empower,lmx,jobsat,climate,cohesion,beta_1j.latent,empower[team],lmx[team],lmx.mean[team]
25,121,21,0,1,25,7,3,19,5,1.1380,1.8436,1.1990,9.9005
25,122,21,1,0,33.4708,17,4,19,5,1.1380,1.8436,1.1990,9.9005
25,123,21,1,0,17,5,2,19,5,1.1380,1.8436,1.1990,9.9005
25,124,21,0,0,35,10.6998,5,19,5,1.1380,1.8436,1.1990,9.9005
25,125,21,0,0,26,9,5,19,5,1.1380,1.8436,1.1990,9.9005
25,126,21,0,1,37,10,3,19,5,1.1380,1.8436,1.1990,9.9005
25,127,22,0,1,39,10,5,21.3091,7,0.4195,1.8404,-1.0159,8.2563
25,128,22,0,1,31,7,4,21.3091,7,0.4195,1.8404,-1.0159,8.2563
25,129,22,0,1,32,6,3,21.3091,7,0.4195,1.8404,-1.0159,8.2563
25,130,22,0,1,33,9,6,21.3091,7,0.4195,1.8404,-1.0159,8.2563
25,131,22,0,0,32,5,3,21.3091,7,0.4195,1.8404,-1.0159,8.2563
25,132,22,0,1,31,8.3583,3,21.3091,7,0.4195,1.8404,-1.0159,8.2563
25,133,23,0,1,28,11,4,24,5.1118,0.8724,0.3613,0.4026,10.9442
25,134,23,0,0,22,10,4,24,5.1118,0.8724,0.3613,0.4026,10.9442
25,135,23,999,0,27.7435,14,999,24,5.1118,0.8724,0.3613,0.4026,10.9442
25,136,23,0,1,33,11,5,24,5.1118,0.8724,0.3613,0.4026,10.9442
25,137,23,0,1,30,9,4,24,5.1118,0.8724,0.3613,0.4026,10.9442
25,138,23,0,1,31.2539,13,6,24,5.1118,0.8724,0.3613,0.4026,10.9442
25,139,24,0,0,28,10,3,19,8,0.6097,-0.1202,1.2118,9.0332
25,140,24,0,1,36,14,4,19,8,0.6097,-0.1202,1.2118,9.0332
25,141,24,1,0,27,9.6292,3,19,8,0.6097,-0.1202,1.2118,9.0332
25,142,24,0,0,26,11,2,19,8,0.6097,-0.1202,1.2118,9.0332
25,143,24,0,0,24,9,1,19,8,0.6097,-0.1202,1.2118,9.0332
25,144,24,0,1,38.6270,13,4,19,8,0.6097,-0.1202,1.2118,9.0332
25,145,25,999,1,33.3405,10,999,25.2486,7,0.1861,0.5559,0.7003,9.6999
25,146,25,1,0,26,8,1,25.2486,7,0.1861,0.5559,0.7003,9.6999
25,147,25,0,0,34,6,4,25.2486,7,0.1861,0.5559,0.7003,9.6999
25,148,25,1,0,26,6,2,25.2486,7,0.1861,0.5559,0.7003,9.6999
25,149,25,999,1,33.1894,10,999,25.2486,7,0.1861,0.5559,0.7003,9.6999
25,150,25,0,0,28,9.3808,4,25.2486,7,0.1861,0.5559,0.7003,9.6999
25,151,26,0,1,29,9,4,22,5,0.1734,-0.0616,-0.1861,10.8765
25,152,26,0,0,28.4524,12,4,22,5,0.1734,-0.0616,-0.1861,10.8765
25,153,26,1,0,23,10,3,22,5,0.1734,-0.0616,-0.1861,10.8765
25,154,26,0,0,22,9,5,22,5,0.1734,-0.0616,-0.1861,10.8765
25,155,26,0,1,31,7,3,22,5,0.1734,-0.0616,-0.1861,10.8765
25,156,26,0,1,26,10,4,22,5,0.1734,-0.0616,-0.1861,10.8765
25,157,27,1,1,34,14.1701,3,21,4.5000,0.5906,0.9289,0.2765,9.6334
25,158,27,0,1,32,12,4,21,4.5000,0.5906,0.9289,0.2765,9.6334
25,159,27,0,1,36.4211,13,6,21,4.5000,0.5906,0.9289,0.2765,9.6334
25,160,27,1,1,29,7,5,21,4.5000,0.5906,0.9289,0.2765,9.6334
25,161,27,0,0,20,4,5,21,4.5000,0.5906,0.9289,0.2765,9.6334
25,162,27,0,0,29,12,5,21,4.5000,0.5906,0.9289,0.2765,9.6334
25,163,28,1,1,25,3,5,26,6,0.8408,-0.2492,0.3463,9.7801
25,164,28,0,1,30,9.8906,5,26,6,0.8408,-0.2492,0.3463,9.7801
25,165,28,0,1,29,8,7,26,6,0.8408,-0.2492,0.3463,9.7801
25,166,28,0,0,30,8,5,26,6,0.8408,-0.2492,0.3463,9.7801
25,167,28,1,0,26,9,3,26,6,0.8408,-0.2492,0.3463,9.7801
25,168,28,0,1,30.2665,11,7,26,6,0.8408,-0.2492,0.3463,9.7801
25,169,29,0,1,30,12,4,19,3.5000,0.8284,-0.1033,1.5067,10.8556
25,170,29,0,1,30,12,3,19,3.5000,0.8284,-0.1033,1.5067,10.8556
25,171,29,1,1,32,13.5325,3,19,3.5000,0.8284,-0.1033,1.5067,10.8556
25,172,29,999,0,23,5,999,19,3.5000,0.8284,-0.1033,1.5067,10.8556
25,173,29,999,0,27.8366,14,999,19,3.5000,0.8284,-0.1033,1.5067,10.8556
25,174,29,0,1,35,13,5,19,3.5000,0.8284,-0.1033,1.5067,10.8556
25,175,30,1,0,26,9,4,21,4,0.0208,0.6356,0.8815,10.1234
25,176,30,1,0,22,14,7,21,4,0.0208,0.6356,0.8815,10.1234
25,177,30,1,0,30,3.8344,2,21,4,0.0208,0.6356,0.8815,10.1234
25,178,30,0,0,30,14,6,21,4,0.0208,0.6356,0.8815,10.1234
25,179,30,0,1,29,14,5,21,4,0.0208,0.6356,0.8815,10.1234
25,180,30,1,1,32,13.4979,3,21,4,0.0208,0.6356,0.8815,10.1234
25,181,31,1,0,28,10,3,21,4.9580,1.1505,-1.9743,0.2338,10.0164
25,182,31,0,0,30.6325,14,4,21,4.9580,1.1505,-1.9743,0.2338,10.0164
25,183,31,1,1,22,8,5,21,4.9580,1.1505,-1.9743,0.2338,10.0164
25,184,31,0,1,35,11,3,21,4.9580,1.1505,-1.9743,0.2338,10.0164
25,185,31,0,0,29.8452,15,5,21,4.9580,1.1505,-1.9743,0.2338,10.0164
25,186,31,0,1,28,12,7,21,4.9580,1.1505,-1.9743,0.2338,10.0164
25,187,32,1,1,23,9,3,15,4.5000,0.3715,-0.1085,-1.2353,9.8285
25,188,32,0,0,28,9,3,15,4.5000,0.3715,-0.1085,-1.2353,9.8285
25,189,32,0,0,29,12,3,15,4.5000,0.3715,-0.1085,-1.2353,9.8285
25,190,32,1,0,25,6,4,15,4.5000,0.3715,-0.1085,-1.2353,9.8285
25,191,32,1,0,29,11,3,15,4.5000,0.3715,-0.1085,-1.2353,9.8285
25,192,32,0,0,25,7.8307,4,15,4.5000,0.3715,-0.1085,-1.2353,9.8285
25,193,33,1,1,32,8,3,19,5,0.5245,0.8866,1.2394,10.4885
25,194,33,0,1,31,12,6,19,5,0.5245,0.8866,1.2394,10.4885
25,195,33,0,0,27.8161,14,4,19,5,0.5245,0.8866,1.2394,10.4885
25,196,33,0,0,33,13,5,19,5,0.5245,0.8866,1.2394,10.4885
25,197,33,0,1,28.4280,10,3,19,5,0.5245,0.8866,1.2394,10.4885
25,198,33,0,1,32,11,3,19,5,0.5245,0.8866,1.2394,10.4885
25,199,34,1,1,27,9,4,24,5.5000,-0.0222,-0.7692,-0.1332,9.6978
25,200,34,0,1,30,11,4,24,5.5000,-0.0222,-0.7692,-0.1332,9.6978
25,201,34,1,0,27.1561,11,5,24,5.5000,-0.0222,-0.7692,-0.1332,9.6978
25,202,34,0,1,30,9.2899,6,24,5.5000,-0.0222,-0.7692,-0.1332,9.6978
25,203,34,0,1,31,12,4,24,5.5000,-0.0222,-0.7692,-0.1332,9.6978
25,204,34,0,1,34.0881,13,3,24,5.5000,-0.0222,-0.7692,-0.1332,9.6978
25,205,35,0,0,35.8500,15,7,33,3,0.9337,-0.1996,0.5951,8.5120
25,206,35,0,1,38,12,6,33,3,0.9337,-0.1996,0.5951,8.5120
25,207,35,0,1,32,8,5,33,3,0.9337,-0.1996,0.5951,8.5120
25,208,35,0,1,30,7,3,33,3,0.9337,-0.1996,0.5951,8.5120
25,209,35,0,1,41.3174,15,7,33,3,0.9337,-0.1996,0.5951,8.5120
25,210,35,0,0,18,4,2,33,3,0.9337,-0.1996,0.5951,8.5120
25,211,36,0,0,22,8,5,26,6,0.5444,-0.9779,0.1173,9.7371
25,212,36,0,0,23,9,5,26,6,0.5444,-0.9779,0.1173,9.7371
25,213,36,0,1,31,11,5,26,6,0.5444,-0.9779,0.1173,9.7371
25,214,36,0,0,29,10,3,26,6,0.5444,-0.9779,0.1173,9.7371
25,215,36,0,0,20,10,5,26,6,0.5444,-0.9779,0.1173,9.7371
25,216,36,0,1,20,9,5,26,6,0.5444,-0.9779,0.1173,9.7371
25,217,37,1,0,36,6,4,17,6,0.5952,0.9437,-0.4684,9.2384
25,218,37,0,1,32,9,3,17,6,0.5952,0.9437,-0.4684,9.2384
25,219,37,1,0,26,7,2,17,6,0.5952,0.9437,-0.4684,9.2384
25,220,37,0,0,26,11,2,17,6,0.5952,0.9437,-0.4684,9.2384
25,221,37,1,0,23,10,4,17,6,0.5952,0.9437,-0.4684,9.2384
25,222,37,0,0,31,11,5,17,6,0.5952,0.9437,-0.4684,9.2384
25,223,38,1,1,30,7,3,27,10,0.1953,-0.8380,-0.6278,10.8260
25,224,38,0,0,36,11,5,27,10,0.1953,-0.8380,-0.6278,10.8260
25,225,38,0,1,28,11,3,27,10,0.1953,-0.8380,-0.6278,10.8260
25,226,38,0,1,26,10,4,27,10,0.1953,-0.8380,-0.6278,10.8260
25,227,38,0,0,31,9,5,27,10,0.1953,-0.8380,-0.6278,10.8260
25,228,38,0,0,25,8,4,27,10,0.1953,-0.8380,-0.6278,10.8260
25,229,39,0,0,30,12,6,19,4,1.7300,0.3983,1.1953,9.4863
25,230,39,0,1,23,8,4,19,4,1.7300,0.3983,1.1953,9.4863
25,231,39,0,1,40,15,5,19,4,1.7300,0.3983,1.1953,9.4863
25,232,39,1,1,27,12,3,19,4,1.7300,0.3983,1.1953,9.4863
25,233,39,1,0,22,9,5,19,4,1.7300,0.3983,1.1953,9.4863
25,234,39,1,1,37.6757,15,4,19,4,1.7300,0.3983,1.1953,9.4863
25,235,40,0,1,30,10,4,15,3.5000,0.0953,1.0503,0.9750,9.8068
25,236,40,999,1,30.5396,8,999,15,3.5000,0.0953,1.0503,0.9750,9.8068
25,237,40,1,1,26,10,2,15,3.5000,0.0953,1.0503,0.9750,9.8068
25,238,40,0,0,25,14,6,15,3.5000,0.0953,1.0503,0.9750,9.8068
25,239,40,0,1,28.7632,15,5,15,3.5000,0.0953,1.0503,0.9750,9.8068
25,240,40,0,0,25.8320,16,6,15,3.5000,0.0953,1.0503,0.9750,9.8068
25,241,41,0,1,31.6107,13,5,23,5.5000,1.1401,0.1013,-0.6524,9.7941
25,242,41,0,0,30,10,4,23,5.5000,1.1401,0.1013,-0.6524,9.7941
25,243,41,0,1,34.5137,13,4,23,5.5000,1.1401,0.1013,-0.6524,9.7941
25,244,41,1,0,24,8,2,23,5.5000,1.1401,0.1013,-0.6524,9.7941
25,245,41,0,1,41,17,5,23,5.5000,1.1401,0.1013,-0.6524,9.7941
25,246,41,0,0,28,8,6,23,5.5000,1.1401,0.1013,-0.6524,9.7941
25,247,42,1,1,28,11,5,18,5,0.8477,-0.6650,0.0962,10.2439
25,248,42,1,1,32,7,4,18,5,0.8477,-0.6650,0.0962,10.2439
25,249,42,0,0,30.0378,12,4,18,5,0.8477,-0.6650,0.0962,10.2439
25,250,42,1,0,31.9267,14,3,18,5,0.8477,-0.6650,0.0962,10.2439
25,251,42,0,1,27,9,2,18,5,0.8477,-0.6650,0.0962,10.2439
25,252,42,0,0,29.0327,13,5,18,5,0.8477,-0.6650,0.0962,10.2439
25,253,43,0,0,28.2326,12,4,15,4.5000,0.2686,1.7039,0.1020,11.2352
25,254,43,0,1,27,9,5,15,4.5000,0.2686,1.7039,0.1020,11.2352
25,255,43,0,1,36,11,5,15,4.5000,0.2686,1.7039,0.1020,11.2352
25,256,43,0,0,23,14,4,15,4.5000,0.2686,1.7039,0.1020,11.2352
25,257,43,1,0,29,13,4,15,4.5000,0.2686,1.7039,0.1020,11.2352
25,258,43,1,1,23,13,3,15,4.5000,0.2686,1.7039,0.1020,11.2352
25,259,44,1,0,28,10,2,21,6,1.0711,0.5911,0.7142,11.1379
25,260,44,0,0,37.5247,15,6,21,6,1.0711,0.5911,0.7142,11.1379
25,261,44,0,1,26,10,4,21,6,1.0711,0.5911,0.7142,11.1379
25,262,44,0,1,31,10,4,21,6,1.0711,0.5911,0.7142,11.1379
25,263,44,1,1,29.5308,15,7,21,6,1.0711,0.5911,0.7142,11.1379
25,264,44,0,0,25,8,6,21,6,1.0711,0.5911,0.7142,11.1379
25,265,45,0,0,25,11,4,12,3,0.5552,-1.0407,-1.5285,9.9351
25,266,45,1,1,25,9,1,12,3,0.5552,-1.0407,-1.5285,9.9351
25,267,45,1,1,29,7,4,12,3,0.5552,-1.0407,-1.5285,9.9351
25,268,45,0,0,22,9,4,12,3,0.5552,-1.0407,-1.5285,9.9351
25,269,45,1,0,19,5,1,12,3,0.5552,-1.0407,-1.5285,9.9351
25,270,45,1,1,28,11,4,12,3,0.5552,-1.0407,-1.5285,9.9351
25,271,46,1,0,21,6,2,17,4.5000,0.2489,2.0609,0.0103,8.5948
25,272,46,1,0,35,12,3,17,4.5000,0.2489,2.0609,0.0103,8.5948
25,273,46,0,0,28,8,3,17,4.5000,0.2489,2.0609,0.0103,8.5948
25,274,46,0,1,33,14,5,17,4.5000,0.2489,2.0609,0.0103,8.5948
25,275,46,999,0,28.8664,9,999,17,4.5000,0.2489,2.0609,0.0103,8.5948
25,276,46,999,0,30.7127,10,999,17,4.5000,0.2489,2.0609,0.0103,8.5948
25,277,47,999,0,29.0848,8,999,14.4000,4.5000,0.2216,0.8429,-0.4821,9.5431
25,278,47,1,1,37,5,3,14.4000,4.5000,0.2216,0.8429,-0.4821,9.5431
25,279,47,1,0,32,7,2,14.4000,4.5000,0.2216,0.8429,-0.4821,9.5431
25,280,47,0,0,27,10,3,14.4000,4.5000,0.2216,0.8429,-0.4821,9.5431
25,281,47,0,1,33,9,2,14.4000,4.5000,0.2216,0.8429,-0.4821,9.5431
25,282,47,1,1,32,7,6,14.4000,4.5000,0.2216,0.8429,-0.4821,9.5431
25,283,48,0,0,24,5,4,24,3.5000,1.1927,-1.2051,-0.1620,8.9761
25,284,48,0,1,28,11,6,24,3.5000,1.1927,-1.2051,-0.1620,8.9761
25,285,48,0,0,23,7,2,24,3.5000,1.1927,-1.2051,-0.1620,8.9761
25,286,48,0,0,30,11,5,24,3.5000,1.1927,-1.2051,-0.1620,8.9761
25,287,48,0,0,22,5,6,24,3.5000,1.1927,-1.2051,-0.1620,8.9761
25,288,48,0,0,27,8,3,24,3.5000,1.1927,-1.2051,-0.1620,8.9761
25,289,49,0,0,31,10,6,21,4.5000,0.6556,-0.2578,1.2220,9.3221
25,290,49,1,0,24,9,4,21,4.5000,0.6556,-0.2578,1.2220,9.3221
25,291,49,1,0,36,14,4,21,4.5000,0.6556,-0.2578,1.2220,9.3221
25,292,49,0,1,33,9,5,21,4.5000,0.6556,-0.2578,1.2220,9.3221
25,293,49,0,1,31,15,7,21,4.5000,0.6556,-0.2578,1.2220,9.3221
25,294,49,0,1,27,6,5,21,4.5000,0.6556,-0.2578,1.2220,9.3221
25,295,50,1,0,27,9,5,22,3,0.9533,-0.6840,-0.1154,10.4277
25,296,50,999,0,28,8,999,22,3,0.9533,-0.6840,-0.1154,10.4277
25,297,50,0,0,22.2478,13,4,22,3,0.9533,-0.6840,-0.1154,10.4277
25,298,50,0,0,28,14,4,22,3,0.9533,-0.6840,-0.1154,10.4277
25,299,50,0,1,34,13,6,22,3,0.9533,-0.6840,-0.1154,10.4277
25,300,50,1,0,27,8,3,22,3,0.9533,-0.6840,-0.1154,10.4277
25,301,51,0,0,28,12,6,26,5.8255,0.9310,0.3751,0.6848,9.6696
25,302,51,0,1,40.7008,17,6,26,5.8255,0.9310,0.3751,0.6848,9.6696
25,303,51,0,0,35,13,6,26,5.8255,0.9310,0.3751,0.6848,9.6696
25,304,51,0,1,45.1602,17,6,26,5.8255,0.9310,0.3751,0.6848,9.6696
25,305,51,0,1,23,5,5,26,5.8255,0.9310,0.3751,0.6848,9.6696
25,306,51,0,1,37.8023,11,4,26,5.8255,0.9310,0.3751,0.6848,9.6696
25,307,52,0,1,32,8,5,19,5.5000,0.3796,1.2034,1.3069,9.8802
25,308,52,0,0,35.8399,10,4,19,5.5000,0.3796,1.2034,1.3069,9.8802
25,309,52,1,1,38.9315,13,6,19,5.5000,0.3796,1.2034,1.3069,9.8802
25,310,52,0,1,28,8,4,19,5.5000,0.3796,1.2034,1.3069,9.8802
25,311,52,0,0,31,9,4,19,5.5000,0.3796,1.2034,1.3069,9.8802
25,312,52,1,1,37,9,4,19,5.5000,0.3796,1.2034,1.3069,9.8802
25,313,53,0,1,27,7,3,21,3.5000,0.8602,0.4892,-0.7262,9.0339
25,314,53,0,0,34.0671,10,4,21,3.5000,0.8602,0.4892,-0.7262,9.0339
25,315,53,999,0,22.0457,8,1,21,3.5000,0.8602,0.4892,-0.7262,9.0339
25,316,53,0,0,32,9,4,21,3.5000,0.8602,0.4892,-0.7262,9.0339
25,317,53,0,0,29,10,5,21,3.5000,0.8602,0.4892,-0.7262,9.0339
25,318,53,0,0,29,8,4,21,3.5000,0.8602,0.4892,-0.7262,9.0339
25,319,54,0,1,30,16,5,21,6.5000,0.2395,-0.4083,1.7773,12.6802
25,320,54,1,1,32.6846,13,3,21,6.5000,0.2395,-0.4083,1.7773,12.6802
25,321,54,0,1,24,10,5,21,6.5000,0.2395,-0.4083,1.7773,12.6802
25,322,54,0,1,33,12,5,21,6.5000,0.2395,-0.4083,1.7773,12.6802
25,323,54,0,1,37.0110,17,5,21,6.5000,0.2395,-0.4083,1.7773,12.6802
25,324,54,0,1,27,15,4,21,6.5000,0.2395,-0.4083,1.7773,12.6802
25,325,55,0,0,28,7,3,27.6896,6,0.4561,1.0295,-0.0454,8.3679
25,326,55,0,0,26,6,2,27.6896,6,0.4561,1.0295,-0.0454,8.3679
25,327,55,0,0,27,5,4,27.6896,6,0.4561,1.0295,-0.0454,8.3679
25,328,55,0,0,28,10,4,27.6896,6,0.4561,1.0295,-0.0454,8.3679
25,329,55,0,0,24,8,4,27.6896,6,0.4561,1.0295,-0.0454,8.3679
25,330,55,0,0,27,6,4,27.6896,6,0.4561,1.0295,-0.0454,8.3679
25,331,56,0,1,26,10,5,14,5,0.7100,-0.1295,0.2662,8.1463
25,332,56,1,0,23,8,2,14,5,0.7100,-0.1295,0.2662,8.1463
25,333,56,1,0,19,8,2,14,5,0.7100,-0.1295,0.2662,8.1463
25,334,56,999,1,27.0247,11,1,14,5,0.7100,-0.1295,0.2662,8.1463
25,335,56,1,0,23,9,2,14,5,0.7100,-0.1295,0.2662,8.1463
25,336,56,999,0,28.1784,15,999,14,5,0.7100,-0.1295,0.2662,8.1463
25,337,57,0,0,29,12,5,12,3.5000,0.1219,0.1433,1.4359,10.4774
25,338,57,0,0,26,9,5,12,3.5000,0.1219,0.1433,1.4359,10.4774
25,339,57,1,1,25,16,3,12,3.5000,0.1219,0.1433,1.4359,10.4774
25,340,57,0,0,25,11,3,12,3.5000,0.1219,0.1433,1.4359,10.4774
25,341,57,1,1,27,12,3,12,3.5000,0.1219,0.1433,1.4359,10.4774
25,342,57,0,0,31,10,2,12,3.5000,0.1219,0.1433,1.4359,10.4774
25,343,58,0,0,20,8,3,18,5,0.1408,0.4611,0.0667,9.0597
25,344,58,0,1,29,8,5,18,5,0.1408,0.4611,0.0667,9.0597
25,345,58,0,0,33,9,5,18,5,0.1408,0.4611,0.0667,9.0597
25,346,58,0,1,32,13,5,18,5,0.1408,0.4611,0.0667,9.0597
25,347,58,1,0,28,7,2,18,5,0.1408,0.4611,0.0667,9.0597
25,348,58,0,0,29,10,4,18,5,0.1408,0.4611,0.0667,9.0597
25,349,59,0,1,30,11,5,13,3.5000,1.1515,0.6640,0.4581,9.2771
25,350,59,0,0,28,7,4,13,3.5000,1.1515,0.6640,0.4581,9.2771
25,351,59,0,0,29,13,2,13,3.5000,1.1515,0.6640,0.4581,9.2771
25,352,59,0,0,21,9,3,13,3.5000,1.1515,0.6640,0.4581,9.2771
25,353,59,1,0,26,10,4,13,3.5000,1.1515,0.6640,0.4581,9.2771
25,354,59,999,0,24.4818,6,999,13,3.5000,1.1515,0.6640,0.4581,9.2771
25,355,60,1,1,27,6,4,22,6,0.1761,-0.0471,-0.5443,8.5316
25,356,60,0,1,28,11,6,22,6,0.1761,-0.0471,-0.5443,8.5316
25,357,60,1,0,27,5,2,22,6,0.1761,-0.0471,-0.5443,8.5316
25,358,60,0,0,24,8,3,22,6,0.1761,-0.0471,-0.5443,8.5316
25,359,60,0,1,25,4,3,22,6,0.1761,-0.0471,-0.5443,8.5316
25,360,60,0,0,31,9,3,22,6,0.1761,-0.0471,-0.5443,8.5316
25,361,61,0,1,32,11,2,25,5,-0.1850,-0.6136,-0.4278,11.0217
25,362,61,1,1,34.1953,13,3,25,5,-0.1850,-0.6136,-0.4278,11.0217
25,363,61,1,0,33,10,4,25,5,-0.1850,-0.6136,-0.4278,11.0217
25,364,61,0,0,23,7,3,25,5,-0.1850,-0.6136,-0.4278,11.0217
25,365,61,0,1,30,11,4,25,5,-0.1850,-0.6136,-0.4278,11.0217
25,366,61,999,1,30,6,999,25,5,-0.1850,-0.6136,-0.4278,11.0217
25,367,62,0,0,22,4,2,15,2,1.1535,0.0953,-0.5247,9.3419
25,368,62,0,0,29,11,6,15,2,1.1535,0.0953,-0.5247,9.3419
25,369,62,1,1,28,12,4,15,2,1.1535,0.0953,-0.5247,9.3419
25,370,62,1,1,29,12,4,15,2,1.1535,0.0953,-0.5247,9.3419
25,371,62,1,0,22,6,4,15,2,1.1535,0.0953,-0.5247,9.3419
25,372,62,0,0,30,14,5,15,2,1.1535,0.0953,-0.5247,9.3419
25,373,63,999,0,32.4542,6,999,24,5,-0.0780,-0.2039,-1.2402,8.5335
25,374,63,0,0,32,8,6,24,5,-0.0780,-0.2039,-1.2402,8.5335
25,375,63,0,0,25,9,4,24,5,-0.0780,-0.2039,-1.2402,8.5335
25,376,63,0,1,31,8,4,24,5,-0.0780,-0.2039,-1.2402,8.5335
25,377,63,0,1,28,12,6,24,5,-0.0780,-0.2039,-1.2402,8.5335
25,378,63,0,0,30,5,4,24,5,-0.0780,-0.2039,-1.2402,8.5335
25,379,64,0,0,31,13,5,17,5,0.4824,0.0691,-0.0170,9.1827
25,380,64,1,1,28,13,5,17,5,0.4824,0.0691,-0.0170,9.1827
25,381,64,0,0,26,9,5,17,5,0.4824,0.0691,-0.0170,9.1827
25,382,64,1,0,27,6,2,17,5,0.4824,0.0691,-0.0170,9.1827
25,383,64,1,1,31.9068,14,4,17,5,0.4824,0.0691,-0.0170,9.1827
25,384,64,999,0,28,6,999,17,5,0.4824,0.0691,-0.0170,9.1827
25,385,65,0,0,26,8,4,19,4.5000,0.7434,0.3628,0.3379,9.5435
25,386,65,1,0,27,8,4,19,4.5000,0.7434,0.3628,0.3379,9.5435
25,387,65,0,0,22,10,4,19,4.5000,0.7434,0.3628,0.3379,9.5435
25,388,65,0,1,27.0442,11,5,19,4.5000,0.7434,0.3628,0.3379,9.5435
25,389,65,0,1,24,8,2,19,4.5000,0.7434,0.3628,0.3379,9.5435
25,390,65,0,0,32,10,6,19,4.5000,0.7434,0.3628,0.3379,9.5435
25,391,66,0,1,29,6,4,25,6,0.7908,1.5396,-0.3069,9.9594
25,392,66,0,1,29,8,4,25,6,0.7908,1.5396,-0.3069,9.9594
25,393,66,0,0,36.7131,12,6,25,6,0.7908,1.5396,-0.3069,9.9594
25,394,66,0,0,37,10,5,25,6,0.7908,1.5396,-0.3069,9.9594
25,395,66,0,0,38,13,5,25,6,0.7908,1.5396,-0.3069,9.9594
25,396,66,0,1,29,11,4,25,6,0.7908,1.5396,-0.3069,9.9594
25,397,67,0,0,24,11,2,13.4790,3,0.8352,0.3445,0.0222,9.3415
25,398,67,1,0,24,9,4,13.4790,3,0.8352,0.3445,0.0222,9.3415
25,399,67,1,0,28.6065,9,4,13.4790,3,0.8352,0.3445,0.0222,9.3415
25,400,67,1,1,24,10,6,13.4790,3,0.8352,0.3445,0.0222,9.3415
25,401,67,0,0,24,5,2,13.4790,3,0.8352,0.3445,0.0222,9.3415
25,402,67,0,0,28,11,4,13.4790,3,0.8352,0.3445,0.0222,9.3415
25,403,68,0,0,23,6,3,20.2447,7,1.1734,0.0924,-1.0325,7.7335
25,404,68,0,1,34,7,3,20.2447,7,1.1734,0.0924,-1.0325,7.7335
25,405,68,0,0,33,7,5,20.2447,7,1.1734,0.0924,-1.0325,7.7335
25,406,68,0,0,35.7151,14,3,20.2447,7,1.1734,0.0924,-1.0325,7.7335
25,407,68,999,1,40.9816,10,999,20.2447,7,1.1734,0.0924,-1.0325,7.7335
25,408,68,1,1,19,6,3,20.2447,7,1.1734,0.0924,-1.0325,7.7335
25,409,69,0,1,25.9797,13,5,24,7,-0.2735,0.4303,1.2424,8.9481
25,410,69,0,0,25.8577,10,6,24,7,-0.2735,0.4303,1.2424,8.9481
25,411,69,0,1,33,11,3,24,7,-0.2735,0.4303,1.2424,8.9481
25,412,69,0,0,27,9,4,24,7,-0.2735,0.4303,1.2424,8.9481
25,413,69,0,1,37,9,4,24,7,-0.2735,0.4303,1.2424,8.9481
25,414,69,0,1,30,14,6,24,7,-0.2735,0.4303,1.2424,8.9481
25,415,70,0,1,29,8,4,18,3,0.6933,1.9471,-1.4243,8.6619
25,416,70,0,1,28,6,3,18,3,0.6933,1.9471,-1.4243,8.6619
25,417,70,1,0,29,13,5,18,3,0.6933,1.9471,-1.4243,8.6619
25,418,70,1,1,32.2056,13,4,18,3,0.6933,1.9471,-1.4243,8.6619
25,419,70,1,1,35,7,3,18,3,0.6933,1.9471,-1.4243,8.6619
25,420,70,1,1,28,3,2,18,3,0.6933,1.9471,-1.4243,8.6619
25,421,71,0,1,35,11,4,26,7,0.7081,0.6828,-1.5424,8.5122
25,422,71,0,1,31,9,7,26,7,0.7081,0.6828,-1.5424,8.5122
25,423,71,0,1,29,10,5,26,7,0.7081,0.6828,-1.5424,8.5122
25,424,71,0,1,32,9,5,26,7,0.7081,0.6828,-1.5424,8.5122
25,425,71,0,0,30,4,1,26,7,0.7081,0.6828,-1.5424,8.5122
25,426,71,1,0,28,7,4,26,7,0.7081,0.6828,-1.5424,8.5122
25,427,72,0,0,25,9,4,22,4,0.6980,-0.2752,-0.2141,8.5002
25,428,72,0,1,27,12,4,22,4,0.6980,-0.2752,-0.2141,8.5002
25,429,72,1,0,32.1978,14,3,22,4,0.6980,-0.2752,-0.2141,8.5002
25,430,72,1,1,26,7,3,22,4,0.6980,-0.2752,-0.2141,8.5002
25,431,72,0,0,24.6163,11,5,22,4,0.6980,-0.2752,-0.2141,8.5002
25,432,72,1,0,28,9,3,22,4,0.6980,-0.2752,-0.2141,8.5002
25,433,73,0,1,33,9,5,23,6,0.5639,-0.7377,-0.1449,8.1424
25,434,73,0,0,25,6,5,23,6,0.5639,-0.7377,-0.1449,8.1424
25,435,73,0,0,27,8,3,23,6,0.5639,-0.7377,-0.1449,8.1424
25,436,73,999,0,29.7700,9,999,23,6,0.5639,-0.7377,-0.1449,8.1424
25,437,73,0,1,38,9,3,23,6,0.5639,-0.7377,-0.1449,8.1424
25,438,73,1,0,28,7,4,23,6,0.5639,-0.7377,-0.1449,8.1424
25,439,74,999,0,29.0245,10,999,21,3.5000,-0.1828,1.9783,-1.0080,8.8463
25,440,74,1,0,23,11,4,21,3.5000,-0.1828,1.9783,-1.0080,8.8463
25,441,74,1,1,30,9,4,21,3.5000,-0.1828,1.9783,-1.0080,8.8463
25,442,74,0,1,31,9,3,21,3.5000,-0.1828,1.9783,-1.0080,8.8463
25,443,74,0,1,31,12,3,21,3.5000,-0.1828,1.9783,-1.0080,8.8463
