imp#,employee,team,turnover,male,empower,lmx,jobsat,climate,cohesion,empower[team],empower$lmx[team],lmx.mean[team]
11,430,72,1,1,26,7,3,22,4,0.0711,-0.6928,9.7216
11,431,72,0,0,28.3924,11,5,22,4,0.0711,-0.6928,9.7216
11,432,72,1,0,28,9,3,22,4,0.0711,-0.6928,9.7216
11,433,73,0,1,33,9,5,23,6,-0.7047,-0.5732,9.3730
11,434,73,0,0,25,6,5,23,6,-0.7047,-0.5732,9.3730
11,435,73,0,0,27,8,3,23,6,-0.7047,-0.5732,9.3730
11,436,73,999,0,29.1724,9,999,23,6,-0.7047,-0.5732,9.3730
11,437,73,0,1,38,9,3,23,6,-0.7047,-0.5732,9.3730
11,438,73,1,0,28,7,4,23,6,-0.7047,-0.5732,9.3730
11,439,74,999,0,22.7670,10,999,21,3.5000,-0.5281,-0.5210,9.3324
11,440,74,1,0,23,11,4,21,3.5000,-0.5281,-0.5210,9.3324
11,441,74,1,1,30,9,4,21,3.5000,-0.5281,-0.5210,9.3324
11,442,74,0,1,31,9,3,21,3.5000,-0.5281,-0.5210,9.3324
11,443,74,0,1,31,12,3,21,3.5000,-0.5281,-0.5210,9.3324
11,444,74,1,0,26,5,3,21,3.5000,-0.5281,-0.5210,9.3324
11,445,75,999,0,34.5123,10,999,20,4,1.2888,-0.0333,9.5187
11,446,75,0,0,32,8,5,20,4,1.2888,-0.0333,9.5187
11,447,75,0,1,28,11,5,20,4,1.2888,-0.0333,9.5187
11,448,75,1,0,23,7,2,20,4,1.2888,-0.0333,9.5187
11,449,75,0,1,27,8,5,20,4,1.2888,-0.0333,9.5187
11,450,75,0,1,25,8,3,20,4,1.2888,-0.0333,9.5187
11,451,76,0,1,27,4,4,16,4,-1.4623,0.2698,9.1630
11,452,76,1,0,20,6,2,16,4,-1.4623,0.2698,9.1630
11,453,76,0,0,29.1569,13,4,16,4,-1.4623,0.2698,9.1630
11,454,76,0,1,26.1067,13,4,16,4,-1.4623,0.2698,9.1630
11,455,76,1,0,14,4,3,16,4,-1.4623,0.2698,9.1630
11,456,76,0,0,23,11,3,16,4,-1.4623,0.2698,9.1630
11,457,77,1,1,31,5,3,23,7,-0.2420,-0.8626,9.9567
11,458,77,0,0,28,10,7,23,7,-0.2420,-0.8626,9.9567
11,459,77,1,0,28,6,2,23,7,-0.2420,-0.8626,9.9567
11,460,77,0,0,30,14,5,23,7,-0.2420,-0.8626,9.9567
11,461,77,0,1,27,7,4,23,7,-0.2420,-0.8626,9.9567
11,462,77,0,0,33,11,4,23,7,-0.2420,-0.8626,9.9567
11,463,78,1,0,28,12,4,19,4,0.2622,-0.1638,10.0897
11,464,78,1,1,32,10,5,19,4,0.2622,-0.1638,10.0897
11,465,78,0,0,30,11,3,19,4,0.2622,-0.1638,10.0897
11,466,78,0,1,27,17,7,19,4,0.2622,-0.1638,10.0897
11,467,78,0,1,35,11,4,19,4,0.2622,-0.1638,10.0897
11,468,78,0,1,30,14,6,19,4,0.2622,-0.1638,10.0897
11,469,79,0,0,27,6,3,21,6,-1.6788,-0.4840,9.2874
11,470,79,1,0,23,4,2,21,6,-1.6788,-0.4840,9.2874
11,471,79,0,0,29,12,2,21,6,-1.6788,-0.4840,9.2874
11,472,79,0,1,27,11,4,21,6,-1.6788,-0.4840,9.2874
11,473,79,1,1,24,4,3,21,6,-1.6788,-0.4840,9.2874
11,474,79,0,1,19,9,2,21,6,-1.6788,-0.4840,9.2874
11,475,80,0,1,28,6,4,16.1646,3.9453,-0.1903,-0.2010,8.8386
11,476,80,1,1,15,8,2,16.1646,3.9453,-0.1903,-0.2010,8.8386
11,477,80,0,0,28,11,4,16.1646,3.9453,-0.1903,-0.2010,8.8386
11,478,80,1,1,27,11,4,16.1646,3.9453,-0.1903,-0.2010,8.8386
11,479,80,0,0,29,8,4,16.1646,3.9453,-0.1903,-0.2010,8.8386
11,480,80,0,1,23,7,3,16.1646,3.9453,-0.1903,-0.2010,8.8386
11,481,81,0,0,25,11,4,21,5.5000,1.0822,0.1616,10.6132
11,482,81,0,0,29,12,5,21,5.5000,1.0822,0.1616,10.6132
11,483,81,0,1,35.9782,15,7,21,5.5000,1.0822,0.1616,10.6132
11,484,81,0,0,36,13,6,21,5.5000,1.0822,0.1616,10.6132
11,485,81,0,1,32,10,5,21,5.5000,1.0822,0.1616,10.6132
11,486,81,0,0,24,12,6,21,5.5000,1.0822,0.1616,10.6132
11,487,82,1,1,31,9,4,18,3,0.9588,0.2917,9.6687
11,488,82,0,0,31,12,4,18,3,0.9588,0.2917,9.6687
11,489,82,0,0,27,8,6,18,3,0.9588,0.2917,9.6687
11,490,82,0,0,30.2376,13,4,18,3,0.9588,0.2917,9.6687
11,491,82,1,0,32.2787,16,6,18,3,0.9588,0.2917,9.6687
11,492,82,0,0,27,13,4,18,3,0.9588,0.2917,9.6687
11,493,83,1,0,28,7,3,17,5,1.5847,-0.0237,9.6039
11,494,83,0,1,31,9,5,17,5,1.5847,-0.0237,9.6039
11,495,83,0,1,28,8,4,17,5,1.5847,-0.0237,9.6039
11,496,83,1,1,29,8,3,17,5,1.5847,-0.0237,9.6039
11,497,83,0,0,33,11,5,17,5,1.5847,-0.0237,9.6039
11,498,83,1,0,26,6,4,17,5,1.5847,-0.0237,9.6039
11,499,84,1,1,31,6,3,19,3,0.6839,0.0274,11.6253
11,500,84,0,1,28,10,4,19,3,0.6839,0.0274,11.6253
11,501,84,1,1,35,14,4,19,3,0.6839,0.0274,11.6253
11,502,84,0,1,26,11,4,19,3,0.6839,0.0274,11.6253
11,503,84,0,0,28,10,3,19,3,0.6839,0.0274,11.6253
11,504,84,1,0,28,15,4,19,3,0.6839,0.0274,11.6253
11,505,85,0,1,28,10,6,25,7.0396,-0.2694,-0.0693,10.3296
11,506,85,0,1,30,12,4,25,7.0396,-0.2694,-0.0693,10.3296
11,507,85,0,0,29,12,3,25,7.0396,-0.2694,-0.0693,10.3296
11,508,85,0,0,24,6,3,25,7.0396,-0.2694,-0.0693,10.3296
11,509,85,0,1,34,14,7,25,7.0396,-0.2694,-0.0693,10.3296
11,510,85,1,1,26,6,4,25,7.0396,-0.2694,-0.0693,10.3296
11,511,86,0,0,32,9,4,21,5,1.1136,0.2522,10.4801
11,512,86,0,0,31.9170,14,4,21,5,1.1136,0.2522,10.4801
11,513,86,0,1,28,8,4,21,5,1.1136,0.2522,10.4801
11,514,86,1,1,38,9,5,21,5,1.1136,0.2522,10.4801
11,515,86,0,0,29,8,4,21,5,1.1136,0.2522,10.4801
11,516,86,1,1,31,12.4861,5,21,5,1.1136,0.2522,10.4801
11,517,87,1,0,24,8,3,24,3,0.8556,0.4937,9.5772
11,518,87,0,1,40,13,3,24,3,0.8556,0.4937,9.5772
11,519,87,0,0,26,7.7401,5,24,3,0.8556,0.4937,9.5772
11,520,87,0,1,29.2385,12,5,24,3,0.8556,0.4937,9.5772
11,521,87,0,1,28,10,6,24,3,0.8556,0.4937,9.5772
11,522,87,1,1,22,5,2,24,3,0.8556,0.4937,9.5772
11,523,88,0,0,29,12,3,27,5.5000,0.4599,-0.3343,10.7745
11,524,88,0,0,26.3903,13,6,27,5.5000,0.4599,-0.3343,10.7745
11,525,88,0,1,30,9,3,27,5.5000,0.4599,-0.3343,10.7745
11,526,88,0,0,35.4438,13,5,27,5.5000,0.4599,-0.3343,10.7745
11,527,88,0,1,38,14,5,27,5.5000,0.4599,-0.3343,10.7745
11,528,88,0,1,31,8,3,27,5.5000,0.4599,-0.3343,10.7745
11,529,89,1,1,28,9,3,15,4,0.6127,0.2245,8.9446
11,530,89,0,0,26,4,2,15,4,0.6127,0.2245,8.9446
11,531,89,1,0,30,6,4,15,4,0.6127,0.2245,8.9446
11,532,89,1,1,25,5,3,15,4,0.6127,0.2245,8.9446
11,533,89,1,1,26,6,3,15,4,0.6127,0.2245,8.9446
11,534,89,0,0,28,10,3,15,4,0.6127,0.2245,8.9446
11,535,90,0,1,30,7,5,14,5,0.8373,1.1012,8.9558
11,536,90,1,0,19,6,2,14,5,0.8373,1.1012,8.9558
11,537,90,1,1,34,14,4,14,5,0.8373,1.1012,8.9558
11,538,90,1,0,25,8,3,14,5,0.8373,1.1012,8.9558
11,539,90,1,0,18,6,2,14,5,0.8373,1.1012,8.9558
11,540,90,0,0,30,11,4,14,5,0.8373,1.1012,8.9558
11,541,91,0,1,33,14,5,24,5,-0.0925,0.4347,9.7154
11,542,91,0,1,25,10,5,24,5,-0.0925,0.4347,9.7154
11,543,91,0,1,38,13,4,24,5,-0.0925,0.4347,9.7154
11,544,91,0,1,30,11,4,24,5,-0.0925,0.4347,9.7154
11,545,91,0,1,32,11,4,24,5,-0.0925,0.4347,9.7154
11,546,91,0,1,36,12,6,24,5,-0.0925,0.4347,9.7154
11,547,92,1,0,23,10,4,19,5,0.3850,0.3998,11.0750
11,548,92,0,0,23,9,4,19,5,0.3850,0.3998,11.0750
11,549,92,0,0,28,13,4,19,5,0.3850,0.3998,11.0750
11,550,92,1,0,29,11,5,19,5,0.3850,0.3998,11.0750
11,551,92,0,1,22,2,3,19,5,0.3850,0.3998,11.0750
11,552,92,0,0,24,13,3,19,5,0.3850,0.3998,11.0750
11,553,93,0,1,28,9,4,23,5.5000,0.2304,-0.4220,9.3662
11,554,93,999,0,23.3654,11,999,23,5.5000,0.2304,-0.4220,9.3662
11,555,93,0,0,32,10,4,23,5.5000,0.2304,-0.4220,9.3662
11,556,93,0,1,36.9605,11,5,23,5.5000,0.2304,-0.4220,9.3662
11,557,93,1,1,34,9,4,23,5.5000,0.2304,-0.4220,9.3662
11,558,93,0,1,34,13,7,23,5.5000,0.2304,-0.4220,9.3662
11,559,94,1,1,25.4917,14,4,23,4,-0.1039,-0.6496,11.5245
11,560,94,0,1,21,17,6,23,4,-0.1039,-0.6496,11.5245
11,561,94,0,1,27,10,4,23,4,-0.1039,-0.6496,11.5245
11,562,94,1,0,28,12,3,23,4,-0.1039,-0.6496,11.5245
11,563,94,0,0,32,10,5,23,4,-0.1039,-0.6496,11.5245
11,564,94,0,0,31,11,4,23,4,-0.1039,-0.6496,11.5245
11,565,95,0,1,25,7,4,25,6,-1.6446,-1.0500,8.1831
11,566,95,0,1,30,14,7,25,6,-1.6446,-1.0500,8.1831
11,567,95,0,0,28,10,5,25,6,-1.6446,-1.0500,8.1831
11,568,95,0,1,31,8,4,25,6,-1.6446,-1.0500,8.1831
11,569,95,1,0,33,4,3,25,6,-1.6446,-1.0500,8.1831
11,570,95,0,1,29,9,5,25,6,-1.6446,-1.0500,8.1831
11,571,96,0,0,39,16,4,24,6.5000,0.3757,0.6422,10.2716
11,572,96,0,1,26,7,4,24,6.5000,0.3757,0.6422,10.2716
11,573,96,0,1,38.8150,17,6,24,6.5000,0.3757,0.6422,10.2716
11,574,96,0,1,30,8,3,24,6.5000,0.3757,0.6422,10.2716
11,575,96,0,1,34.5452,14,6,24,6.5000,0.3757,0.6422,10.2716
11,576,96,1,0,26,11,2,24,6.5000,0.3757,0.6422,10.2716
11,577,97,0,1,32.0177,11,6,21,7,-0.3571,0.0539,10.7360
11,578,97,0,0,25,7,6,21,7,-0.3571,0.0539,10.7360
11,579,97,0,1,30.0998,13,5,21,7,-0.3571,0.0539,10.7360
11,580,97,0,0,35,13,4,21,7,-0.3571,0.0539,10.7360
11,581,97,0,0,36.8476,15,5,21,7,-0.3571,0.0539,10.7360
11,582,97,1,0,31,15,6,21,7,-0.3571,0.0539,10.7360
11,583,98,1,1,31,8,3,16,5,0.7340,-0.1168,10.7344
11,584,98,1,0,24,7,1,16,5,0.7340,-0.1168,10.7344
11,585,98,1,0,32.2923,16,2,16,5,0.7340,-0.1168,10.7344
11,586,98,1,0,27,6,1,16,5,0.7340,-0.1168,10.7344
11,587,98,0,0,34,7,4,16,5,0.7340,-0.1168,10.7344
11,588,98,0,0,32,7,4,16,5,0.7340,-0.1168,10.7344
11,589,99,1,0,30,7,3,16,5,-0.7069,-0.5960,10.1952
11,590,99,0,1,25,7,3,16,5,-0.7069,-0.5960,10.1952
11,591,99,0,1,29,8,4,16,5,-0.7069,-0.5960,10.1952
11,592,99,1,1,27,9,3,16,5,-0.7069,-0.5960,10.1952
11,593,99,1,1,28,12,6,16,5,-0.7069,-0.5960,10.1952
11,594,99,0,1,28,7,4,16,5,-0.7069,-0.5960,10.1952
11,595,100,1,1,24,9,2,11.8179,3,-0.1849,0.1814,9.7989
11,596,100,0,0,23,9,3,11.8179,3,-0.1849,0.1814,9.7989
11,597,100,1,0,24,6,3,11.8179,3,-0.1849,0.1814,9.7989
11,598,100,1,0,21,5,2,11.8179,3,-0.1849,0.1814,9.7989
11,599,100,0,0,21,8,2,11.8179,3,-0.1849,0.1814,9.7989
11,600,100,1,0,27,9,3,11.8179,3,-0.1849,0.1814,9.7989
11,601,101,0,1,29,7,4,22,7,1.9906,0.5901,9.4417
11,602,101,1,1,28,8,3,22,7,1.9906,0.5901,9.4417
11,603,101,0,1,33,10,5,22,7,1.9906,0.5901,9.4417
11,604,101,1,0,24,7,2,22,7,1.9906,0.5901,9.4417
11,605,101,0,1,35,9,5,22,7,1.9906,0.5901,9.4417
11,606,101,0,0,28,9,3,22,7,1.9906,0.5901,9.4417
11,607,102,999,1,25,1,999,27,5.5000,0.6490,0.2682,7.3709
11,608,102,0,0,34,12,5,27,5.5000,0.6490,0.2682,7.3709
11,609,102,0,0,30,7,3,27,5.5000,0.6490,0.2682,7.3709
11,610,102,0,0,25,5,4,27,5.5000,0.6490,0.2682,7.3709
11,611,102,0,0,36,8,2,27,5.5000,0.6490,0.2682,7.3709
11,612,102,0,1,31,7,3,27,5.5000,0.6490,0.2682,7.3709
11,613,103,0,0,20,7,2,18,5.5000,-0.0110,0.1769,8.1336
11,614,103,0,0,26,4,1,18,5.5000,-0.0110,0.1769,8.1336
11,615,103,0,1,28,10,4,18,5.5000,-0.0110,0.1769,8.1336
11,616,103,0,0,28,10,4,18,5.5000,-0.0110,0.1769,8.1336
11,617,103,1,1,31,7,5,18,5.5000,-0.0110,0.1769,8.1336
11,618,103,0,0,24,9,3,18,5.5000,-0.0110,0.1769,8.1336
11,619,104,0,1,25.5175,13,5,17,4.5000,-0.6467,-0.7215,8.7229
11,620,104,1,0,28,10,3,17,4.5000,-0.6467,-0.7215,8.7229
11,621,104,0,1,28,9,3,17,4.5000,-0.6467,-0.7215,8.7229
11,622,104,0,1,26,12,3,17,4.5000,-0.6467,-0.7215,8.7229
11,623,104,1,0,23,5,3,17,4.5000,-0.6467,-0.7215,8.7229
11,624,104,1,1,27,9,4,17,4.5000,-0.6467,-0.7215,8.7229
11,625,105,1,0,23.5217,11,6,21,5,-0.2869,0.0972,8.9607
11,626,105,1,0,28,5,4,21,5,-0.2869,0.0972,8.9607
11,627,105,1,0,17,5,3,21,5,-0.2869,0.0972,8.9607
11,628,105,1,1,28,10,4,21,5,-0.2869,0.0972,8.9607
11,629,105,0,0,25.8183,9,4,21,5,-0.2869,0.0972,8.9607
11,630,105,1,1,32,5,3,21,5,-0.2869,0.0972,8.9607
12,1,1,0,1,32,11,3,18,3.5000,0.1818,-0.1044,10.3845
12,2,1,1,1,30.8489,13,4,18,3.5000,0.1818,-0.1044,10.3845
12,3,1,1,1,30,9,4,18,3.5000,0.1818,-0.1044,10.3845
12,4,1,1,1,29,8,3,18,3.5000,0.1818,-0.1044,10.3845
12,5,1,1,0,26,7,4,18,3.5000,0.1818,-0.1044,10.3845
12,6,1,999,0,29.3715,10,999,18,3.5000,0.1818,-0.1044,10.3845
12,7,2,0,0,26.5640,11,5,17,4,-0.0421,-0.0944,10.9629
12,8,2,0,1,22,9,3,17,4,-0.0421,-0.0944,10.9629
12,9,2,0,0,23,8.7630,2,17,4,-0.0421,-0.0944,10.9629
12,10,2,0,0,32,9,4,17,4,-0.0421,-0.0944,10.9629
12,11,2,0,1,25.0895,12,5,17,4,-0.0421,-0.0944,10.9629
12,12,2,1,0,36,13,4,17,4,-0.0421,-0.0944,10.9629
12,13,3,0,0,16,0,3,26.1604,6,-0.5260,-0.3591,8.2141
12,14,3,1,0,25,8,3,26.1604,6,-0.5260,-0.3591,8.2141
12,15,3,0,1,31,15,3,26.1604,6,-0.5260,-0.3591,8.2141
12,16,3,0,1,27,9,6,26.1604,6,-0.5260,-0.3591,8.2141
12,17,3,0,1,30,9,4,26.1604,6,-0.5260,-0.3591,8.2141
12,18,3,0,1,23,3.0671,3,26.1604,6,-0.5260,-0.3591,8.2141
12,19,4,0,0,38.5500,13,3,20,4.5000,2.2622,0.5871,10.7991
12,20,4,1,0,26,11,5,20,4.5000,2.2622,0.5871,10.7991
12,21,4,0,1,27,8,4,20,4.5000,2.2622,0.5871,10.7991
12,22,4,1,1,42,10,4,20,4.5000,2.2622,0.5871,10.7991
12,23,4,0,1,24,8,5,20,4.5000,2.2622,0.5871,10.7991
12,24,4,0,0,37,16,6,20,4.5000,2.2622,0.5871,10.7991
12,25,5,0,0,33,12,4,23,6.5000,0.5055,0.1084,10.2417
12,26,5,0,1,37,13,4,23,6.5000,0.5055,0.1084,10.2417
12,27,5,0,1,29,10.9756,4,23,6.5000,0.5055,0.1084,10.2417
12,28,5,0,1,32,9,5,23,6.5000,0.5055,0.1084,10.2417
12,29,5,0,0,24,6,4,23,6.5000,0.5055,0.1084,10.2417
12,30,5,1,0,31,6,3,23,6.5000,0.5055,0.1084,10.2417
12,31,6,1,0,21,2,3,16.5357,6.9658,0.6926,0.8564,7.9902
12,32,6,1,0,29,8,3,16.5357,6.9658,0.6926,0.8564,7.9902
12,33,6,0,1,34.4693,12,5,16.5357,6.9658,0.6926,0.8564,7.9902
12,34,6,0,1,25,9,5,16.5357,6.9658,0.6926,0.8564,7.9902
12,35,6,999,0,35.6666,12,999,16.5357,6.9658,0.6926,0.8564,7.9902
12,36,6,1,1,36,9.9664,5,16.5357,6.9658,0.6926,0.8564,7.9902
12,37,7,1,1,29,4,2,12,2,-0.3945,-0.0104,8.2170
12,38,7,0,1,26,8.9478,4,12,2,-0.3945,-0.0104,8.2170
12,39,7,1,0,26,6,2,12,2,-0.3945,-0.0104,8.2170
12,40,7,0,1,26,10,4,12,2,-0.3945,-0.0104,8.2170
12,41,7,1,1,31,9,4,12,2,-0.3945,-0.0104,8.2170
12,42,7,0,0,33,8,4,12,2,-0.3945,-0.0104,8.2170
12,43,8,999,0,26.6933,8,999,16,3.5000,-0.3417,-0.1293,7.4034
12,44,8,0,0,26,12,5,16,3.5000,-0.3417,-0.1293,7.4034
12,45,8,0,1,25,5,5,16,3.5000,-0.3417,-0.1293,7.4034
12,46,8,999,1,31.5139,9,999,16,3.5000,-0.3417,-0.1293,7.4034
12,47,8,0,1,29,5,3,16,3.5000,-0.3417,-0.1293,7.4034
12,48,8,0,0,27,8.9488,4,16,3.5000,-0.3417,-0.1293,7.4034
12,49,9,0,0,27,7,5,23,4,-0.0489,1.0566,8.8665
12,50,9,0,0,28,9,5,23,4,-0.0489,1.0566,8.8665
12,51,9,0,0,26,7,4,23,4,-0.0489,1.0566,8.8665
12,52,9,0,1,29,12,4,23,4,-0.0489,1.0566,8.8665
12,53,9,1,1,28,10,4,23,4,-0.0489,1.0566,8.8665
12,54,9,0,0,25,6.7844,5,23,4,-0.0489,1.0566,8.8665
12,55,10,1,1,33,8,4,24,6.5000,-0.1361,0.7067,10.7077
12,56,10,1,0,27,9,3,24,6.5000,-0.1361,0.7067,10.7077
12,57,10,0,1,29,6,4,24,6.5000,-0.1361,0.7067,10.7077
12,58,10,0,1,36,14,4,24,6.5000,-0.1361,0.7067,10.7077
12,59,10,0,0,24,5.8715,4,24,6.5000,-0.1361,0.7067,10.7077
12,60,10,0,1,22,5,3,24,6.5000,-0.1361,0.7067,10.7077
12,61,11,1,0,28,8,3,15,5,-0.7140,-0.0154,8.4782
12,62,11,0,1,26,7,6,15,5,-0.7140,-0.0154,8.4782
12,63,11,0,0,30,11,4,15,5,-0.7140,-0.0154,8.4782
12,64,11,0,1,28,8,4,15,5,-0.7140,-0.0154,8.4782
12,65,11,0,1,28,8,3,15,5,-0.7140,-0.0154,8.4782
12,66,11,1,0,25,5,3,15,5,-0.7140,-0.0154,8.4782
12,67,12,0,1,36,10,5,18,6,-0.1790,0.9045,7.9671
12,68,12,0,1,32,5.8958,3,18,6,-0.1790,0.9045,7.9671
12,69,12,0,0,30,11,4,18,6,-0.1790,0.9045,7.9671
12,70,12,0,0,30,12,7,18,6,-0.1790,0.9045,7.9671
12,71,12,1,0,34,9,3,18,6,-0.1790,0.9045,7.9671
12,72,12,999,1,32.2105,7,999,18,6,-0.1790,0.9045,7.9671
12,73,13,0,1,24,5,5,19,4.5000,-0.9202,0.6025,7.9957
12,74,13,0,1,23,2,4,19,4.5000,-0.9202,0.6025,7.9957
12,75,13,0,0,25,10,4,19,4.5000,-0.9202,0.6025,7.9957
12,76,13,1,0,27,11,4,19,4.5000,-0.9202,0.6025,7.9957
12,77,13,1,1,24,6,3,19,4.5000,-0.9202,0.6025,7.9957
12,78,13,999,1,24.6456,8,999,19,4.5000,-0.9202,0.6025,7.9957
12,79,14,1,1,24,3,2,20,5,1.3706,0.4974,6.6981
12,80,14,0,1,30,7.7847,3,20,5,1.3706,0.4974,6.6981
12,81,14,1,0,22,7,2,20,5,1.3706,0.4974,6.6981
12,82,14,1,0,27,8,4,20,5,1.3706,0.4974,6.6981
12,83,14,0,0,38,10,4,20,5,1.3706,0.4974,6.6981
12,84,14,1,1,30,4,4,20,5,1.3706,0.4974,6.6981
12,85,15,0,1,34,9,3,15,4.5000,-0.9480,-0.6606,7.7220
12,86,15,0,1,24,13,5,15,4.5000,-0.9480,-0.6606,7.7220
12,87,15,1,1,21,5,3,15,4.5000,-0.9480,-0.6606,7.7220
12,88,15,0,1,33,12,3,15,4.5000,-0.9480,-0.6606,7.7220
12,89,15,0,1,35,10,5,15,4.5000,-0.9480,-0.6606,7.7220
12,90,15,1,1,23,6.5880,1,15,4.5000,-0.9480,-0.6606,7.7220
12,91,16,0,1,28,9,5,24,4.5000,1.3370,-0.5888,9.0557
12,92,16,999,1,27.5519,9,999,24,4.5000,1.3370,-0.5888,9.0557
12,93,16,1,0,24,4,3,24,4.5000,1.3370,-0.5888,9.0557
12,94,16,0,1,34,12,5,24,4.5000,1.3370,-0.5888,9.0557
12,95,16,0,0,34,8,5,24,4.5000,1.3370,-0.5888,9.0557
12,96,16,1,0,27.5522,12,6,24,4.5000,1.3370,-0.5888,9.0557
12,97,17,1,0,29,4,3,15,5.5000,-0.2005,-1.1261,9.4644
12,98,17,999,0,24.3275,11,999,15,5.5000,-0.2005,-1.1261,9.4644
12,99,17,0,0,26,10,5,15,5.5000,-0.2005,-1.1261,9.4644
12,100,17,0,1,33,10,4,15,5.5000,-0.2005,-1.1261,9.4644
12,101,17,1,1,29,8.7794,4,15,5.5000,-0.2005,-1.1261,9.4644
12,102,17,0,0,25.9249,12,6,15,5.5000,-0.2005,-1.1261,9.4644
12,103,18,0,1,34.4078,10,1,16,4,-0.9577,0.3798,11.7864
12,104,18,1,0,22,10,4,16,4,-0.9577,0.3798,11.7864
12,105,18,0,1,28,9,3,16,4,-0.9577,0.3798,11.7864
12,106,18,1,1,32,13,4,16,4,-0.9577,0.3798,11.7864
12,107,18,0,0,27,10,2,16,4,-0.9577,0.3798,11.7864
12,108,18,999,1,29.7326,17,999,16,4,-0.9577,0.3798,11.7864
12,109,19,0,0,28,8,5,22,5,-0.1206,0.0033,9.5571
12,110,19,0,0,33,13,4,22,5,-0.1206,0.0033,9.5571
12,111,19,0,1,29.7995,9,4,22,5,-0.1206,0.0033,9.5571
12,112,19,0,0,26,4,7,22,5,-0.1206,0.0033,9.5571
12,113,19,0,1,33,10.6152,3,22,5,-0.1206,0.0033,9.5571
12,114,19,0,0,28.3232,11,4,22,5,-0.1206,0.0033,9.5571
12,115,20,0,0,23,9,3,14,3,-1.7742,0.1734,8.4808
12,116,20,1,0,22,6,4,14,3,-1.7742,0.1734,8.4808
12,117,20,0,0,29,12,4,14,3,-1.7742,0.1734,8.4808
12,118,20,0,0,26,15,4,14,3,-1.7742,0.1734,8.4808
12,119,20,1,0,29,10,3,14,3,-1.7742,0.1734,8.4808
12,120,20,0,0,24,9,4,14,3,-1.7742,0.1734,8.4808
12,121,21,0,1,25,7,3,19,5,0.7718,0.6560,10.8950
12,122,21,1,0,36.2125,17,4,19,5,0.7718,0.6560,10.8950
12,123,21,1,0,17,5,2,19,5,0.7718,0.6560,10.8950
12,124,21,0,0,35,15.3176,5,19,5,0.7718,0.6560,10.8950
12,125,21,0,0,26,9,5,19,5,0.7718,0.6560,10.8950
12,126,21,0,1,37,10,3,19,5,0.7718,0.6560,10.8950
12,127,22,0,1,39,10,5,22.5556,7,0.1726,0.0307,7.7687
12,128,22,0,1,31,7,4,22.5556,7,0.1726,0.0307,7.7687
12,129,22,0,1,32,6,3,22.5556,7,0.1726,0.0307,7.7687
12,130,22,0,1,33,9,6,22.5556,7,0.1726,0.0307,7.7687
12,131,22,0,0,32,5,3,22.5556,7,0.1726,0.0307,7.7687
12,132,22,0,1,31,7.8822,3,22.5556,7,0.1726,0.0307,7.7687
12,133,23,0,1,28,11,4,24,2.6689,-0.6986,-0.2363,11.8253
12,134,23,0,0,22,10,4,24,2.6689,-0.6986,-0.2363,11.8253
12,135,23,999,0,30.8104,14,999,24,2.6689,-0.6986,-0.2363,11.8253
12,136,23,0,1,33,11,5,24,2.6689,-0.6986,-0.2363,11.8253
12,137,23,0,1,30,9,4,24,2.6689,-0.6986,-0.2363,11.8253
12,138,23,0,1,29.1154,13,6,24,2.6689,-0.6986,-0.2363,11.8253
12,139,24,0,0,28,10,3,19,8,0.8787,0.2297,10.8637
12,140,24,0,1,36,14,4,19,8,0.8787,0.2297,10.8637
12,141,24,1,0,27,8.8888,3,19,8,0.8787,0.2297,10.8637
12,142,24,0,0,26,11,2,19,8,0.8787,0.2297,10.8637
12,143,24,0,0,24,9,1,19,8,0.8787,0.2297,10.8637
12,144,24,0,1,28.4431,13,4,19,8,0.8787,0.2297,10.8637
12,145,25,999,1,26.7646,10,999,25.7025,7,-0.0698,-0.6601,7.5753
12,146,25,1,0,26,8,1,25.7025,7,-0.0698,-0.6601,7.5753
12,147,25,0,0,34,6,4,25.7025,7,-0.0698,-0.6601,7.5753
12,148,25,1,0,26,6,2,25.7025,7,-0.0698,-0.6601,7.5753
12,149,25,999,1,31.3547,10,999,25.7025,7,-0.0698,-0.6601,7.5753
12,150,25,0,0,28,8.1500,4,25.7025,7,-0.0698,-0.6601,7.5753
12,151,26,0,1,29,9,4,22,5,-0.1651,-0.1627,9.2399
12,152,26,0,0,28.3554,12,4,22,5,-0.1651,-0.1627,9.2399
12,153,26,1,0,23,10,3,22,5,-0.1651,-0.1627,9.2399
12,154,26,0,0,22,9,5,22,5,-0.1651,-0.1627,9.2399
12,155,26,0,1,31,7,3,22,5,-0.1651,-0.1627,9.2399
12,156,26,0,1,26,10,4,22,5,-0.1651,-0.1627,9.2399
12,157,27,1,1,34,16.6956,3,21,4.5000,-0.7017,0.3627,10.0507
12,158,27,0,1,32,12,4,21,4.5000,-0.7017,0.3627,10.0507
12,159,27,0,1,30.5211,13,6,21,4.5000,-0.7017,0.3627,10.0507
12,160,27,1,1,29,7,5,21,4.5000,-0.7017,0.3627,10.0507
12,161,27,0,0,20,4,5,21,4.5000,-0.7017,0.3627,10.0507
12,162,27,0,0,29,12,5,21,4.5000,-0.7017,0.3627,10.0507
12,163,28,1,1,25,3,5,26,6,-0.3658,0.0562,9.7580
12,164,28,0,1,30,14.3605,5,26,6,-0.3658,0.0562,9.7580
12,165,28,0,1,29,8,7,26,6,-0.3658,0.0562,9.7580
